book_name,chapter,paragraph
Bhagavad Gita,Chapter IX,Cf. p. supra.
Bhagavad Gita,Chapter IX,"For a knowledge of the supreme, or for the means of such knowledge."
Bhagavad Gita,Chapter IX,"Vows  veracity, harmlessness, c."
Bhagavad Gita,Chapter IX,"Sacrifice of knowledge, viz. the knowledge that Vāsudeva is all; as one  believing that all is one; as distinct  believing that sun, moon, c. are different manifestations of 'me.'"
Bhagavad Gita,Chapter IX,"Kratu is a Vedic sacrifice; Yajña, a sacrifice laid down in Smṛtis. Svadhā  offering to the manes; 'product of the herbs'  food prepared from vegetables, or medicine."
Bhagavad Gita,Chapter IX,Cf. p. supra.
Bhagavad Gita,Chapter IX,P. supra.
Bhagavad Gita,Chapter IX,"I. e. the seat of enjoyment; receptacle  where things are preserved for future use, say the commentators."
Bhagavad Gita,Chapter IX,"The gross and the subtle elements, or causes and effects."
Bhagavad Gita,Chapter IX,"Cf. Muṇḍakopaniṣad, p. ; and Chāndogya, p. ."
Bhagavad Gita,Chapter IX,"Cf. Dhammapada, stanza . I. e. attainment to the Brahman and not returning from it.--Rāmānuja."
Bhagavad Gita,Chapter IX,Because in form they worship other divinities.
Bhagavad Gita,Chapter IX,"Giver of the fruit. As to enjoyer, cf. p. supra."
Bhagavad Gita,Chapter IX,I. e. return to the mortal world.
Bhagavad Gita,Chapter IX,I. e. some regulation as to mode of worship. Cf. also p. supra.
Bhagavad Gita,Chapter IX,"Cf. p. supra, and other passages."
Bhagavad Gita,Chapter IX,"This mode of action is at once devotion and renunciation the first, because one cares not for fruit; the second, because it is offered to the supreme."
Bhagavad Gita,Chapter IX,'They dwell in me' by their devotion to me; I dwell in them as giver of happiness to them.
Bhagavad Gita,Chapter IX,Viz. that the supreme Being alone should be reverenced.
Bhagavad Gita,Chapter IX,"Śaṅkara takes Vaiśyas c. as examples of this; not so Śrīdhara. Cf. as to women and Śūdras, Nṛsiṃha-tāpinī, p. . 'Of sinful birth'  of low birth Śrīdhara  birth resulting from sins Śaṅkara."
Bhagavad Gita,Chapter IX,Cf. p. supra.
Bhagavad Gita,Chapter IX,"I humbly request your help to keep doing what I do best provide the world with unbiased sources, definitions and images. Your donation direclty influences the quality and quantity of knowledge, wisdom and spiritual insight the world is exposed to."
Bhagavad Gita,Chapter IX,Let's make the world a better place together!
Bhagavad Gita,Chapter X,Resources
Bhagavad Gita,Chapter X,"by Kashinath Trimbak Telang   , words"
Bhagavad Gita,Chapter X,"Volume , The Sacred Books of the East. This part Contains the english translation of the Bhagavad-gita...."
Bhagavad Gita,Chapter X,Go directly toFootnotes.
Bhagavad Gita,Chapter X,"Yet again, O you of mighty arms! listen to my excellentwords, which, out of a wish for your welfare, I speak to you who are delighted with them. Not the multitudes of gods, nor the great sages know my source; for I am in every waythe origin of the gods and great sages. Of all mortals, he who knows me to be unborn, without beginning, the great lord of the world, being free from delusion, is released from all sins. Intelligence, knowledge, freedom from delusion, forgiveness, truth, restraint of the senses, tranquillity, pleasure, pain, birth, death, fear, and also security, harmlessness, equability, contentment, penance, making gifts, glory, disgrace, all these different tempersof living beings are from me alone. The seven great sages, and likewise the four ancientManus, whose descendants are all these people in the world, were all born from mymind, partaking of my powers. Whoever correctly knows these powers and emanations of mine, becomes possessed of devotion free from indecision; of this there is no doubt. The wise, full of love, worship me, believing that I am the origin of all, and that all moves on through me. Placing their minds on me, offering their lives to me, instructing each other, and speaking about me, they are always contented and happy. To these, who are constantly devoted, and who worship with love,, I give that knowledge by which they attain to me. And remaining in their hearts, I destroy, with the brilliant lamp of knowledge, the darkness born of ignorance in such men only, out of compassion for them."
Bhagavad Gita,Chapter X,"You are the supremeBrahman, the supreme goal, the holiest of the holy. All sages, as well as the divine sage Nārada, Asita, Devala, andVyāsa, call you the eternal being, divine, the first god, the unborn, the all-pervading. And so, too, you tell me yourself, O Kesava! I believe all this that you tell me to be true; for, O lord! neither the gods nor demons understand your manifestation. You only know your self by your self. O best of beings! creator of all things! lord of all things! god of gods! lord of the universe! be pleased to declare without, exception your divine emanations, by which emanationsyou stand pervading all these worlds. How shall I know you, O you of mystic power! always meditating on you? And in what various entities, O lord! should I meditate on you? Again, O Ganārdana! do you yourself declare your powers and emanations; because hearing this nectar, I still feel no satiety."
Bhagavad Gita,Chapter X,"Well then, O best of Kauravas! I will state to you my own divine emanations; but only the chief ones, for there is no end to the extent of my emanations. I am the self, O Guḍākesa! seated in the hearts of all beings. I am the beginning and the middle and the end also of all beings. I amViṣṇuamong theĀdityas, the beaming sun among the shining bodies; I amMarīciamong theMaruts, and the moon among the lunar mansions. Among theVedas, I am theSāma-veda. I amIndraamong the gods. And I am mind among the senses. I am consciousness in living beings. And I amŚaṅkaraamong theRudras, the lord of wealthamongYakṣasand Rakṣases. And I am fire among theVasus, andMeruamong the high-topped mountains. And know me, OArjuna! tobe Bṛhaspati, the chief among domestic priests. I am Skanda among generals. I am the ocean among reservoirs of water. I am Bhṛgu among the great sages. I am the single syllable Om among words. Among sacrifices I am the Japa sacrifice; theHimālayaamong the firmly-fixed mountains; theAśvatthaamong all trees, and Nārada among divine sages; Citraratha among the heavenly choristers, the sageKapilaamong theSiddhas. Among horses know me to be Uccaiśśravas, brought forth by the labours for the nectar; andAirāvataamong the great elephants, and the ruler. of men among men. I am the thunderbolt among weapons, the wish-giving cow among cows. And I am love which generates. Among serpents I am Vāsuki. AmongNāgasnakes I amAnanta; I am Varuṇa among aquatic beings. And I am Aryaman among the manes, andYamaamong rulers. Among demons, too, I am Pralhāda. I am the king of death Kāla, time among those that count. Among beasts Iam the lord of beasts, and the son of Vinatāamong birds. I am the wind among those that blow. I amRāmaamong those that wield weapons. Among fishes I amMakara, and among streams the Jāhnavī. Of created things I am the beginning and the end and the middle also, O Arjuna! Among sciences, I am the science of the Adhyātma, and I am the argument of controversialists. Among letters I am the letter A, and among the group of compounds the copulativecompound. I myself am time inexhaustible, and I the creator whose faces are in all directions. I am death who seizes all, and the source of what is to be. And among females, fame, fortune, speech, memory, intellect, courage. forgiveness. Likewise among Sāman hymns, I am the Bṛhat-sāman, and I theGāyatrīamong metres. I am Mārgaśīrṣa among the months, the springamong the seasons; of cheats, I am the game of dice; I am the glory of the glorious, I am victory, I am industry, I am the goodness of the good. I amVāsudevaamong the descendants of Vṛṣṇi, and Arjuna among thePāṇḍavas. Among sages also, I am Vyāsa; and among the discerning ones, I am the discerning Uśanas. I am the rod of those that restrain, and the policyof those that desire victory. I am silence respecting secrets. I am the knowledge of those that have knowledge And, O Arjuna! I am also that which is the seed of all things. There is nothing movable or immovable which can exist without me. O terror of your foes! there is no end to my divine emanations. Here I have declared the extent of those emanations only in part. Whatever thing there is of power, or glorious, or splendid, know all that to be produced from portions of my energy. Or rather, O Arjuna! what have you to do, knowing all this at large? I stand supporting all this by but a single portion of myself."
Bhagavad Gita,Chapter X,back to top
Bhagavad Gita,Chapter X,As referring to the supreme soul.
Bhagavad Gita,Chapter X,"As creator, as moving agent in workings of the intellect, c."
Bhagavad Gita,Chapter X,"The names are not always names of 'tempers,' but the corresponding 'temper' must be understood."
Bhagavad Gita,Chapter X,"The words are also otherwise construed, 'The four ancients Sanaka, Sanandana, Sanātana, Sanatkumāra and the Manus.' According to the later mythology the Manus are fourteen."
Bhagavad Gita,Chapter X,"By the mere operation of my thought. As to ancients, cf. Aitareya-āraṇyaka, p. ."
Bhagavad Gita,Chapter X,Śaṅkara renders the word here by perseverance in pursuit of truth.
Bhagavad Gita,Chapter X,"Ānandagiri calls Asita father of Devala. See also Davids' Buddhism, p. ; Müller's Anc. Sansk. Lit., p. ."
Bhagavad Gita,Chapter X,Scil. in human form for the good of the gods and the destruction of demons.
Bhagavad Gita,Chapter X,"To know you fully being impossible, what special manifestation of you should we resort to for our meditations?"
Bhagavad Gita,Chapter X,P. infra.
Bhagavad Gita,Chapter X,"'Āditya is used in the Veda chiefly as a general epithet for a number of solar deities.' Max Müller, Hibbert Lectures, p. ."
Bhagavad Gita,Chapter X,"The storm-gods, as Max Müller calls them."
Bhagavad Gita,Chapter X,"Cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chapter X,"As being, probably, full of music."
Bhagavad Gita,Chapter X,"Cf. Chāndogya, p. , where Śaṅkara says, 'Mind is the chief of man's inner activities.'"
Bhagavad Gita,Chapter X,Now the third member of our Trinity.
Bhagavad Gita,Chapter X,Kubera.
Bhagavad Gita,Chapter X,The Golden Mount.
Bhagavad Gita,Chapter X,"Cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chapter X,Vide p. supra.
Bhagavad Gita,Chapter X,"Japa is the silent meditation. Madhusūdana says it is superior owing to its not involving the slaughter of any animal, c."
Bhagavad Gita,Chapter X,The fig tree. It is the symbol of 'life' in chapter XV infra.
Bhagavad Gita,Chapter X,"Those who even from birth are possessed of piety, knowledge, indifference to the world, and superhuman power. Cf. Śvetāśvatara-upaniṣad, p. ."
Bhagavad Gita,Chapter X,"This is Indra's horse, brought out at the churning of the ocean. Airāvata is Indra's elephant."
Bhagavad Gita,Chapter X,"Cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chapter X,I. e. not the merely carnal passion. Cf. p. supra.
Bhagavad Gita,Chapter X,"Nāgas are without poison, says Śrīdhara. Varuna is the sea-god."
Bhagavad Gita,Chapter X,"Yama is death, and Pralhāda the virtuous demon for whom Viṣṇu became incarnate as the man-lion. As to manes, see Goldstücker's Remains, I, ."
Bhagavad Gita,Chapter X,"'Counts the number of men's sins,' Rāmānuja; Śrīdhara says p. this refers to 'time, with its divisions into years, months,' c.; while a little further on it means 'time eternal.'"
Bhagavad Gita,Chapter X,"I. e. the Garuḍa or eagle, who is the vehicle of Viṣṇu in Hindu mythology."
Bhagavad Gita,Chapter X,"'Those who have the capacity of motion,' says Rāmānuja."
Bhagavad Gita,Chapter X,"The hero of the Hindu epos, Rāmāyana, translated into verse by Mr. R. T. H. Griffith."
Bhagavad Gita,Chapter X,The dolphin.
Bhagavad Gita,Chapter X,The Ganges.
Bhagavad Gita,Chapter X,"That letter is supposed to comprehend all language. Cf. Aitareya-āraṇyaka, p. , and. another text there cited by Mādhava in his commentary p. ."
Bhagavad Gita,Chapter X,"This is said to be the best, because all its members are co-ordinate with one another, not one depending on another."
Bhagavad Gita,Chapter X,"I. e. the deities of fame, c."
Bhagavad Gita,Chapter X,"See, as to this, Muir, Sanskrit Texts, vol. i, p. . Śaṅkara says this hymn relates to final emancipation."
Bhagavad Gita,Chapter X,"Cf. Chāndogya-upaniṣad, p. , where Śaṅkara says, 'Gāyatrī is the chief metre, because it is the means to a knowledge of the Brahman.' It is the metre of the celebrated verse 'Om Tatsavitur,' c."
Bhagavad Gita,Chapter X,"Cf. Chāndogya-upaniṣad, p. . Mārgaśīrṣa is November-December. Madhusūdana says this is the best month, as being neither too hot nor too cold; but see Schlegel's Bhagavadgītā, ed. Lassen, p. ."
Bhagavad Gita,Chapter X,One of Kṛṣṇa's ancestors.
Bhagavad Gita,Chapter X,The compiler of the Vedas.
Bhagavad Gita,Chapter X,The preceptor of the Daityas or demons. A work on politics is ascribed to him.
Bhagavad Gita,Chapter X,"Making peace, bribing, c."
Bhagavad Gita,Chapter X,"Cf. Puruṣa-sūkta Muir, Sanskrit Texts, vol. i, p, ."
Bhagavad Gita,Chapter X,"I humbly request your help to keep doing what I do best provide the world with unbiased sources, definitions and images. Your donation direclty influences the quality and quantity of knowledge, wisdom and spiritual insight the world is exposed to."
Bhagavad Gita,Chapter X,Let's make the world a better place together!
Bhagavad Gita,Chapter XI,Resources
Bhagavad Gita,Chapter XI,"by Kashinath Trimbak Telang   , words"
Bhagavad Gita,Chapter XI,"Volume , The Sacred Books of the East. This part Contains the english translation of the Bhagavad-gita...."
Bhagavad Gita,Chapter XI,Go directly toFootnotes.
Bhagavad Gita,Chapter XI,"In consequence of the excellent and mysterious words concerning the relation of the supreme and individual soul,, which you have spoken for my welfare, this delusion of mine is gone away. O you whose eyes are like lotus leaves! I have heard from you at large about the production and dissolution of things, and also about your inexhaustible greatness. O highest lord! what you have said about yourself is so. I wish, O best of beings! to see your divine form. If, O lord! you think that it is possible for me to look upon it, then, O lord of the possessors of mystic power! show your inexhaustible form to me."
Bhagavad Gita,Chapter XI,"In hundreds and in thousands see my forms, O son of Pṛthā! various, divine, and of various colours and shapes. See theĀdityas,Vasus,Rudras, the twoAśvins, andMarutslikewise. And O descendant of Bharata! see wonders, in numbers, unseen before. Within my body, O Guḍākesa! see to-day the whole universe, including everything movable and immovable, all in one, and whatever else you wish to see. But you will not be able to see me with merely, this eye of yours. I give you an eye divine. Now see my divine power."
Bhagavad Gita,Chapter XI,"Having spoken thus, O king!Hari, the greatlord of the possessors of mystic power, then showed to the son of Pṛthā. his supreme divine form, having many mouths and eyes, having within it many wonderful sights, having many celestial ornaments, having many celestial weapons held erect, wearing celestial flowers and vestments, having an anointment of celestial perfumes, full of every wonder, the infinite deity with faces in all directions. If in the heavens, the lustre of a thousand suns burst forth all at once, that would be like the lustre of that mighty one. There the son of Pāṇḍu then observed in the body of the god of gods the whole universe all in one, and divided into numerousdivisions. ThenDhanañjayafilled with amazement, and with hair standing on end, bowed his head before the god, and spoke with joined hands."
Bhagavad Gita,Chapter XI,"O god! I see within your body the gods, as also all the groups of various beings; and the lordBrahmanseated on his lotus seat, and all the sages and celestial snakes. I see you, who are of countless forms, possessed of many arms, stomachs, mouths, and eyes on all sides. And, O lord of the universe! O you of all forms! I do not see your end or middle or beginning. I see you bearing a coronet and a mace and a discus--a mass of glory, brilliant on all sides, difficult to look at, having onall sides the effulgence of a blazing fire or sun, and indefinable. You are indestructible, the supreme one to be known. You are the highest supportof this universe. You are the inexhaustible protector of everlasting piety. I believe you to be the eternal being. I see you void of beginning, middle, end--of infinite power, of unnumbered arms, having the sun and moon for eyes, having a mouth like a blazing fire, and heating the universe with your radiance. For this space between heaven and earth and all the quarters are pervaded by you alone. Looking at this wonderful and terrible form of yours, O high-souled one! the three worlds are affrighted. For here these groups of gods are entering into you. Some being afraid are praying with joined hands, and the groups of great sages andSiddhasare saying 'Welfare!' and praising you with abundant hymns of praise. The Rudras, and Ādityas, the Vasus, theSādhyas, theViśvas, the two Aśvins, the Maruts, and the Ushmapas, and the groups ofGandharvas,Yakṣas, demons, and Siddhas are all looking at you amazed. Seeing your mighty form, with many mouths and eyes, with many arms, thighs, and feet, with many stomachs, and fearful with many jaws, all people, and I likewise, are much alarmed, O you of mighty arms! Seeing you, OViṣṇu! touching the skies, radiant, possessed of many hues, with a gaping mouth, and with large blazing eyes, I am much alarmed in my inmost self, and feel no courage, no tranquillity.And seeing your mouths terrible by the jaws, and resembling the fire of destruction, I cannot recognise the various directions, I feel no comfort. Be gracious, O lord of gods! who pervadest the universe. And all these sons of Dhṛtarāṣṭra, together with all the bands of kings, and Bhīṣma andDroṇa, and this charioteer's sonlikewise, together with our principal warriors also, are rapidly entering your mouths, fearful and horrificby reason of your jaws. And some with their heads smashed are seen to be stuck in the spaces between the teeth. As the many rapid currents of a river's waters run towards the sea alone, so do these heroes of the human world enter your mouths blazing all round. As butterflies, with increased velocity, enter a blazing fire to their destruction, so too do these people enter your mouths with increased velocity only to their destruction. Swallowing all these people, you are licking them over and over again from all sides, with your blazing mouths. Your fierce splendours, O Viṣṇu! filling the whole universe with their effulgence, are heating it. Tell me who you are in this fierce form. Salutations be to thee, O chief of the gods! Be gracious. I wish to know you, the primeval, one, for I do not understand your actions."
Bhagavad Gita,Chapter XI,"I am death, the destroyer of the worlds, fully developed, and I am now active about the overthrowof the worlds. Even without you, the warriors standing in the adverse hosts, shall all cease to be. Therefore, be up, obtain glory, and vanquishing your foes, enjoy a prosperous kingdom. All these have been already killed by me. Be only the instrument, O Savyasācin! Droṇa, and Bhīṣma, and Jayadratha, andKarṇa, and likewise other valiant warriors also, whom I have killed, do you kill. Be not alarmed. Do fight. And in the battle you will conquer your foes."
Bhagavad Gita,Chapter XI,"Hearing these words of Kesava, the wearer of the coronet, trembling, and with joined hands, bowed down; and sorely afraid, and with throat choked up, he again spoke toKṛṣṇaafter saluting him."
Bhagavad Gita,Chapter XI,"It is quite proper, O Hṛṣīkeśa! that the universe is delighted and charmed by your renown, that the demons run away affrighted in all directions, and that all the assemblages of Siddhas bow down,to you. And why, O high-souled one! should they not bow down to you who are greater than Brahman, and first cause? O infinite lord of gods! O you pervading the universe! you are the indestructible, that which is, that which is not, and what is beyond them. You are the primalgod, the ancient being, you are the highest support of this universe. You are that which has knowledge, that which is the object of knowledge, you are the highest goal. By you is this universe pervaded., O you of infinite forms! You are the wind,Yama, fire, Varuṇa, the moon, you Prajāpati, and the great grandsire. Obeisance be to thee a thousand times, and again and again obeisance to thee! In front and from behind obeisance to thee! Obeisance be to thee from all sides, O you who are all! You are of infinite power, of unmeasured glory; you pervade all, and therefore you are all! Whatever I have said contemptuously,--for instance, 'O Kṛṣṇa!' 'OYādava!' 'O friend!'--thinking you to be my friend, and not knowing your greatness as shown in this universal form, or through friendliness, or incautiously; and whatever disrespect I have shown you for purposes of merriment, on occasions of play, sleep, dinner, or sitting together, whether alone or in the presence of friends,--for all that, O undegraded one! I ask pardon of you who are indefinable. You are the father of the world-movable and immovable,--you its great and venerable master; there is none equal to you, whence can there be one greater, O you whose power is unparalleled in all the three worlds? Therefore I bow and prostrate myself, and would propitiate you, the praiseworthy lord. Be pleased,O god! to pardon my guilt as a father that of his son, a friend that of his friend, or a husband that of his beloved. I am delighted at seeing what I had never seen before, and my heart is also alarmed by fear. Show me that same form, O god! Be gracious, O lord of gods! O you pervading the universe! I wish to see you bearing the coronet and the mace, with the discus in hand, just the same as before. O you of thousand arms! O you of all forms! assume that same four-handed form."
Bhagavad Gita,Chapter XI,"OArjuna! being pleased with you, I have by my own mystic power shown you this supreme form, full of glory, universal, infinite, primeval, and which has not been seen before by any one else but you, O you hero among the Kauravas! I cannot be seen in this form by any one but you, even by the help of the study of theVedas, or ofsacrifices, nor by gifts, nor by actions, nor by fierce penances. Be not alarmed, be not perplexed, at seeing this form of mine, fearful like this. Free from fear and with delighted heart, see now again that same form of mine."
Bhagavad Gita,Chapter XI,"Having thus spoken to Arjuna,Vāsudevaagain showed his own form, and the high-souled one becoming again of a mild form, comforted him who had been affrighted."
Bhagavad Gita,Chapter XI,"OJanardana! seeing this mild, human form of yours, I am new in my right mind, and have come to my normal state."
Bhagavad Gita,Chapter XI,"Even the gods are always desiring to see this form of mine, which it is difficult to get a sight of, and which you have seen. I cannot be seen, as you have seen me, by means of the Vedas, not by penance, not by gift, nor yet by sacrifice. But, O Arjuna! by devotion to me exclusively, I can in this form be truly known, seen, and assimilatedwith, O terror of your foes! He who performs acts for propitiating me, to whom I am the highest object, who is my devotee, who is free from attachment, and who has no enmity towards any being, he, O son of Pāṇḍu! comes to me."
Bhagavad Gita,Chapter XI,back to top
Bhagavad Gita,Chapter XI,"Madhusūdana takes power to mean capacity of becoming small or great, of obtaining what is wanted, c.; the so-called eight Bhūtis."
Bhagavad Gita,Chapter XI,"Cf. p. supra. Śaṅkara explains it as meaning 'pervading everything.' The expression occurs in the Nṛsimha-tāpinī-upaniṣad, p. , where it is said, 'as, without organs, it sees, hears, goes, takes from all sides and pervades everything, therefore it has faces on all sides.'"
Bhagavad Gita,Chapter XI,"Gods, manes, men, and so forth."
Bhagavad Gita,Chapter XI,"The words are the same as at p. infra, where see the note."
Bhagavad Gita,Chapter XI,"Seeing signs of some great cataclysm, they say, 'May it be well with the universe,' and then proceed to pray to you."
Bhagavad Gita,Chapter XI,"I. e. Karṇa, who was really the eldest brother of the Pāṇḍavas, but having been immediately on birth abandoned by Kuntī, was brought up by a charioteer. Karṇa was told of his, true origin by Bhīṣma on his deathbed, and advised to join the Pāṇḍavas, but he declined."
Bhagavad Gita,Chapter XI,By reason of the ruggedness and distortion of face.
Bhagavad Gita,Chapter XI,"Arjuna, as he could shoot with his left hand as well as the right.--Śrīdhara."
Bhagavad Gita,Chapter XI,"Arjuna, who had this coronet given him by Indra.--Madhusūdana."
Bhagavad Gita,Chapter XI,"The commentators interpret this to mean the perceptible, the unperceived, and the higher principle. Cf. p. supra, and also pp. , infra and notes there."
Bhagavad Gita,Chapter XI,See p. supra. Here the commentators say the words mean 'that in which the universe is placed at deluge-time.'
Bhagavad Gita,Chapter XI,"Professor Tiele mentions great-grandfather as a name for the Creator among Kaffirs History of Religion, p. . Cf. p. supra."
Bhagavad Gita,Chapter XI,I. e. of whom it is impossible to ascertain whether he is such or such. Cf. p. supra.
Bhagavad Gita,Chapter XI,This is the ordinary form of Kṛṣṇa.
Bhagavad Gita,Chapter XI,This is the original construction. One suspects that sacrifices and study of the Vedas are meant. Cf. the speech of Kṛṣṇa on the next page.
Bhagavad Gita,Chapter XI,"Literally, 'entered into;' it means final emancipation. See p. ."
Bhagavad Gita,Chapter XI,"I humbly request your help to keep doing what I do best provide the world with unbiased sources, definitions and images. Your donation direclty influences the quality and quantity of knowledge, wisdom and spiritual insight the world is exposed to."
Bhagavad Gita,Chapter XI,Let's make the world a better place together!
Bhagavad Gita,Chapter XII,Resources
Bhagavad Gita,Chapter XII,"by Kashinath Trimbak Telang   , words"
Bhagavad Gita,Chapter XII,"Volume , The Sacred Books of the East. This part Contains the english translation of the Bhagavad-gita...."
Bhagavad Gita,Chapter XII,Go directly toFootnotes.
Bhagavad Gita,Chapter XII,"Of the worshippers, who thus, constantly devoted, meditate on you, and those who meditate on the unperceived and indestructible, which best know devotion?"
Bhagavad Gita,Chapter XII,"Those who being constantly devoted, and possessed of the highest faith, worship me with a mind fixed on me, are deemed by me to be the most devoted. But those, who, restraining the whole group of the senses, and with a mind at all timesequable, meditate on the indescribable, indestructible, unperceived principle which is all-pervading, unthinkable, indifferent, immovable, and constant, they, intent on the good of all beings, necessarily attain to me. For those whose minds are attached to the unperceived, the trouble is much greater. Because the unperceived goalis obtained by embodied beings with difficulty. As to those, however, O son of Pṛthā! who, dedicating all their actions to me, and holding me as their highest goal, worship me, meditating on me with a devotion towards none besides me, and whose minds are fixed on me, I, Without delay, come forward as their deliverer from the ocean of this world of death. Place your mind on me only; fix your understanding on me. In me you will dwellhereafter, there is no doubt. But if you are unable to fix your mind steadily on me, then, ODhanañjaya! endeavourto obtain me by the abstraction of mind resulting from continuous meditation. If you are unequal even to continuous meditation, then let acts for propitiating me be your highest aim. Even performing actions for propitiating me, you will attain perfection. If you are unable to do even this, then resort to devotionto me, and, with self-restraint, abandon all fruit of action. For knowledge is better than continuous meditation; concentrationis esteemed higherthan knowledge; and the abandonment of fruit of action than concentration; from that abandonment, tranquillity soon results. That devotee of mine, who hates no being, who is friendly and compassionate, who is free from egoism, and from the idea that this or that is mine, to whom happiness and misery are alike, who is forgiving, contented, constantly devoted, self-restrained, and firm in his determinations, and whose mind and understanding are devoted to me, he is dear to me. He through whom the world is not agitated, and who is not agitated by the world, who is free from joy and anger and fear and agitation, he too is dear to me. That devotee of mine, who is unconcerned, pure, assiduous, impartial, free from distress, who abandons all actions for fruit, he is dear to me. He who is full of devotion to me, who feels no joy and no aversion, who does not grieve and does not desire, who abandons both what is agreeable and what is disagreeable, he is dear to me. He who is alike to friend and foe, as also in honour and dishonour, who is alike in cold and heat, pleasure and pain, who is free from attachments, to whom praise and blame are alike, who is taciturn, and contented with anything whatever that comes, who is homeless, and of a steady mind, and full of devotion,that man is dear to me. But those devotees who, imbued with faith, and regarding me as their highest goal, resort to this holy means for attaining immortality, as stated, they are extremely dear to me."
Bhagavad Gita,Chapter XII,back to top
Bhagavad Gita,Chapter XII,Passively looking on what occurs on earth; immovable  changeless; constant  eternal.
Bhagavad Gita,Chapter XII,Viz. the indestructible.
Bhagavad Gita,Chapter XII,"I. e. assimilated with me, as expressed before."
Bhagavad Gita,Chapter XII,"Literally, 'wish.'"
Bhagavad Gita,Chapter XII,Cf. p. supra.
Bhagavad Gita,Chapter XII,"Performing actions, but dedicating them to me."
Bhagavad Gita,Chapter XII,"Fixing the mind with effort on the object of contemplation. Cf. Maitrī-upaniṣad, p. ."
Bhagavad Gita,Chapter XII,"No disturbance results from him to other men, or from other men to him. Cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chapter XII,Indifferent to worldly objects.
Bhagavad Gita,Chapter XII,Ready to do work as it arises.
Bhagavad Gita,Chapter XII,Not feeling afflicted by other people's doing an injury to him.
Bhagavad Gita,Chapter XII,'For fruit' must be understood here.
Bhagavad Gita,Chapter XII,"I. e. governs his tongue properly. Cf. Sutta Nipāta, p. , and Dhammapada, stanza ."
Bhagavad Gita,Chapter XII,"Cf. Sutta Nipāta, pp. , , ; Āpastamba, Dharma-sūtra, p. p. p. in this series; and Dhammapada, stanzas - where the identical word is used."
Bhagavad Gita,Chapter XII,"I humbly request your help to keep doing what I do best provide the world with unbiased sources, definitions and images. Your donation direclty influences the quality and quantity of knowledge, wisdom and spiritual insight the world is exposed to."
Bhagavad Gita,Chapter XII,Let's make the world a better place together!
Bhagavad Gita,Chapter XIII,Resources
Bhagavad Gita,Chapter XIII,"by Kashinath Trimbak Telang   , words"
Bhagavad Gita,Chapter XIII,"Volume , The Sacred Books of the East. This part Contains the english translation of the Bhagavad-gita...."
Bhagavad Gita,Chapter XIII,Go directly toFootnotes.
